Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2016-03-24,MINISTRSTVO ZA FINANCE,funkcionar,Minister za finance in jacvne račune Francoska republika Michele Sapin,protokolarno,neposredno,40,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora na madžarskem,"organizacija, v kateri funkcionar opravlja funkcijo",2016-03-24,MINISTRY OF FINANCE,functionary,Minister of Finance and Public Accounts French Republic Michele Sapin,protocol,directly
2016-03-24,MINISTRSTVO ZA FINANCE,funkcionar,Minister za finance Turkmenistana Muhammedov muhammetguly atamuhammedov,protokolarno,neposredno,40,vrednosti z nestrokovno oceno ni mogoeč določiti,uradni obisk predsednika državnega zbora na madžarskem,"organizacija, v kateri funkcionar opravlja funkcijo",2016-03-24,MINISTRY OF FINANCE,functionary,Minister of Finance of Turkmenistan Muhammedov muhammetguly atamuhammedov,protocol,directly
2016-03-25,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,PREDSEDNIK VLADE BELORUSIJE Nj. eksc. andrei kobyakov,protokolarno,neposredno,40,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora na madžarskem,"organizacija, v kateri funkcionar opravlja funkcijo",2016-03-25,MINISTRY OF FOREIGN AFFAIRS,functionary,PRESIDENT OF THE GOVERNMENT OF BELARUS H.E. exc. Andrei Kobyakov,protocol,directly
2016-04-05,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Salaheddin Mezouar, ministER za zunanje zadeve in sodelovanje Kraljevine Maroko",protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK PREDSEDNIKA V POSTOJNI,država,2016-04-05,MINISTRY OF FOREIGN AFFAIRS,functionary,"Salaheddin Mezouar, Minister of Foreign Affairs and Cooperation of the Kingdom of Morocco",protocol,directly
2016-04-11,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,TURŠKA VELEPOSLANICA V REPUBLIKI SLOVENIJI,protokolarno,neposredno,40,vrednost na bankovcu,izročen v dobrodelne namene - nakazan v državni proračun,država,2016-04-11,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,TURKISH AMBASSADOR IN THE REPUBLIC OF SLOVENIA,protocol,directly
2016-05-03,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"minister za gospodarstvo in trgovino Katarja, Sheikh Ahmed bin Jassim Al Thani",protokolarno,neposredno,40,JE DOLOČIL DAROVALEC,ZAPUŠČINA POKOJNEGA UMETINIKA,lokalna skupnost,2016-05-03,MINISTRY OF FOREIGN AFFAIRS,functionary,"Minister of Economy and Trade of Qatar, Sheikh Ahmed bin Jassim Al Thani",protocol,directly
2016-05-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,župan občine logatec berto menard,priložnostno,neposredno,40,OCENJENA VREDNOST,KNJIŽNICA,"organizacija, v kateri funkcionar opravlja funkcijo",2016-05-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"the mayor of the municipality of Logatec, Berto Menard",casually,directly
2016-05-18,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"Guglielmo Luigi Miglietta, poveljnik kfor na kosovu",protokolarno,neposredno,40,vrednost je navedena na knjigi,protokolarno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2016-05-18,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"Guglielmo Luigi Miglietta, KFOR commander in Kosovo",protocol,directly
2016-05-19,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"giselle m. wilz, poveljnica natovega poveljstva v sarajevu",protokolarno,neposredno,40,osebna nestrokovna ocena,uradni obisk mzz Erjavca v bukarešti,"organizacija, v kateri funkcionar opravlja funkcijo",2016-05-19,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"giselle m. Wilz, commander of the NATO command in Sarajevo",protocol,directly
2016-05-30,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,PODPREDSEDNIK ČEŠKEGA SENATA,priložnostno,neposredno,40,osebna nestrokovna ocena,uradni obisk mzz erjavca v bukarešti,"organizacija, v kateri funkcionar opravlja funkcijo",2016-05-30,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,VICE PRESIDENT OF THE CZECH SENATE,casually,directly
2016-06-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,župan občine hodoš gospod ludvik orban,priložnostno,neposredno,40,osebna nestrokovna ocena,uradni obisk mzz erjavca v tbilisiju,"organizacija, v kateri funkcionar opravlja funkcijo",2016-06-10,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"the mayor of the municipality of Hodoš, Mr. Ludvik Orban",casually,directly
2016-06-10,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ŽUPAN OBČINE VELIKE LAŠČE ANTON ZAKRAJŠEK IN FRANC DUŠAN HOČEVAR PREDSEDNIK OZVVS VELIKE LAŠČE,protokolarno,neposredno,40,osebna nestrokovna ocena,uradni obisk mzz erjavca v tbilisiju,"organizacija, v kateri funkcionar opravlja funkcijo",2016-06-10,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,THE MAYOR OF THE MUNICIPALITY OF VELIKE LASČE ANTON ZAKRAJŠEK AND FRANC DUŠAN HOČEVAR THE PRESIDENT OF THE OZVVS VELIKE LASČE,protocol,directly
2016-06-14,OBČINA ROGAŠKA SLATINA,funkcionar,i. osnovna šola,priložnostno,neposredno,40,nestrokovno,darilo ministrici,"organizacija, v kateri funkcionar opravlja funkcijo",2016-06-14,ROGAŠKA SLATIN MUNICIPALITY,functionary,i. primary school,casually,directly
2016-06-14,OBČINA ROGAŠKA SLATINA,funkcionar,ii osnovna šola,priložnostno,neposredno,40,osebna nestrokovna ocena,vljudnostno srečanje ob obisku v rs,"organizacija, v kateri funkcionar opravlja funkcijo",2016-06-14,ROGAŠKA SLATIN MUNICIPALITY,functionary,ii primary school,casually,directly
2016-06-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,A.G. GABERI,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,VROČILO PREDSEDNIKU RS OB NOVEM LETU 2018,država,2016-06-17,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,A. G. GABERS,protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"JEAS SPREUTELS, PREDSEDNIK US BELGIJE",protokolarno,neposredno,40,NESTROKOVNA OCENA,UDELEŽBA NA 50-LETNICI US ALBANIJE,funkcionar,2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,"JEAS SPREUTELS, PRESIDENT OF US BELGIUM",protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,družinski član funkcionarja,predsednika dr. jean spreutels in dr. etienne de groot,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK SOPROGE PREDSEDNIKA RS NA BAZARJU SILA,država,2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,family member of the official,President Dr. jean spreutels and dr. Etienne de Groot,protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,predsednika dr. jean spreutels in dr. etienne de groot,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK SOPROGE PREDSEDNIKA RS NA BAZARJU SILA,država,2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,state body/local community/holder of public authority,President Dr. jean spreutels and dr. Etienne de Groot,protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,predsednika dr. jean spreutels in dr. etienne de groot,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,BILATERALNO SREČANJE,"organizacija, v kateri funkcionar opravlja funkcijo",2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,state body/local community/holder of public authority,President Dr. jean spreutels and dr. Etienne de Groot,protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"sTANISLAV RYMAR, SODNIK US POLJSKE",protokolarno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,"sTANISLAV RYMAR, US JUDGE OF POLAND",protocol,directly
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"mato tadić, podpredsednik us BIh",protokolarno,neposredno,40,PREVERJENA CENA NA TRGU,SREČANJE PREDSEDNIKA REPUBLIKE Z OTROKI IN BOŽIČKOM IZ ROVANIEMIJA,država,2016-06-23,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,"mato tadić, vice president of us BIh",protocol,directly
2016-08-05,OBČINA RADOVLJICA,funkcionar,pobratena občinA Svilajnac,protokolarno,neposredno,40,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora na irskem,"organizacija, v kateri funkcionar opravlja funkcijo",2016-08-05,RADOVLJICA MUNICIPALITY,functionary,sister municipality A Svilajnac,protocol,directly
2016-09-05,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik senata kanade gospod George j. furey,priložnostno,posredno,40,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora na irskem,"organizacija, v kateri funkcionar opravlja funkcijo",2016-09-05,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,president of the senate of canada mr george j. Furey,casually,Indirectly
2016-09-06,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"GEORGE FUREY, PR SENATA KANADE",protokolarno,neposredno,40,nestrokovna ocena,obisk predsednika vlade republike slovenije v zasavju in posavju,država,2016-09-06,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"GEORGE FUREY, PR, SENATE OF CANADA",protocol,directly
2016-09-07,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Jugoslav Stajkovac, župan Občine Aleksandrovac",protokolarno,neposredno,40,PREVERJENA CENA NA TRGU,POZORNOST,funkcionar,2016-09-07,MUNICIPALITY OF NOVA GORICA,state body/local community/holder of public authority,"Jugoslav Stajkovac, Mayor of Aleksandrovac Municipality",protocol,directly
2016-09-10,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,ORGANIZAROR DOGODKA FORMAVIVA V MAKOLAH,priložnostno,neposredno,40,cena preverjena na trgu,obisk predsednika vlade v zasavju in posavju,država,2016-09-10,OMBUDSMAN,state body/local community/holder of public authority,ORGANIZER OF THE FORMAVIVA EVENT IN MAKOLA,casually,directly
2016-10-04,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"zoran jolevski, minister za obrambo republike makedonije",protokolarno,neposredno,40,OCENJENA VREDNOST,KNJIŽNICA ŠOLE,"organizacija, v kateri funkcionar opravlja funkcijo",2016-10-04,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"Zoran Jolevski, Minister of Defense of the Republic of Macedonia",protocol,directly
2016-10-05,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,predsednik Afganistana Mohammad Ashraf Ghani,protokolarno,neposredno,40,internet,srečanje,"organizacija, v kateri funkcionar opravlja funkcijo",2016-10-05,MINISTRY OF FOREIGN AFFAIRS,functionary,President of Afghanistan Mohammad Ashraf Ghani,protocol,directly
2016-10-11,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,predsednik skupine prijateljstva skupščine republike kosovo,priložnostno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2016-10-11,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,functionary,President of the Friendship Group of the Assembly of the Republic of Kosovo,casually,directly
2016-10-11,"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",funkcionar,ministrstvo za izobraževanje lr kitajske,protokolarno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2016-10-11,"MINISTRY OF EDUCATION, SCIENCE AND SPORTS",functionary,Ministry of Education lr China,protocol,directly
2016-10-15,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predstavniki kuvajtskega ministrstva za šport,priložnostno,neposredno,40,PO TRGOVSKIH CENAH,ZAHVALA ZA KOREKTNO VODENJE POSTOPKA,"organizacija, v kateri funkcionar opravlja funkcijo",2016-10-15,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,representatives of the Kuwaiti Ministry of Sports,casually,directly
2016-10-24,GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,vlada republike srbije,protokolarno,neposredno,40,internet,obisk ministra v argentini,"organizacija, v kateri funkcionar opravlja funkcijo",2016-10-24,GENERAL SECRETARIAT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,state body/local community/holder of public authority,Government of the Republic of Serbia,protocol,directly
2016-10-24,GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,funkcionar,VLADA REPUBLIKE SRBIJE,protokolarno,neposredno,40,napis na knjigi,novo leto,funkcionar,2016-10-24,GENERAL SECRETARIAT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,GOVERNMENT OF THE REPUBLIC OF SERBIA,protocol,directly
2016-10-24,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik republike srbije g. tomislav nikolić,protokolarno,posredno,40,tržna vrednost,novoletni prazniki,funkcionar,2016-10-24,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Republic of Serbia Mr. Tomislav Nikolic,protocol,Indirectly
2016-10-24,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"zoran đorđević, minister obrambe republike srbije",protokolarno,neposredno,40,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar,2016-10-24,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"Zoran Đorđević, Minister of Defense of the Republic of Serbia",protocol,directly
2016-10-28,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"istvan simicsko, minister za obrambo madžarske",protokolarno,neposredno,40,preverjeno na spletu,novoletno darilo,lokalna skupnost,2016-10-28,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"István Simisko, Minister of Defense of Hungary",protocol,directly
2016-10-29,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednica vrhovnega sodišča črne gore,protokolarno,neposredno,40,laična,novoletno obdarovanje kmetijskih ministrov,"organizacija, v kateri funkcionar opravlja funkcijo",2016-10-29,SUPREME COURT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Supreme Court of Montenegro,protocol,directly
2016-11-08,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Jacques GILET, župan komune Champignelles",protokolarno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2016-11-08,MUNICIPALITY OF NOVA GORICA,state body/local community/holder of public authority,"Jacques GILET, mayor of the commune of Champignelles",protocol,directly
2016-11-08,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"genmaj. friedrich schrotter, poveljnik eufor althea",protokolarno,neposredno,40,vrednost napisana na knjigi,POZORNOST OB OBISKU VARUHA PRI NJIH,"organizacija, v kateri funkcionar opravlja funkcijo",2016-11-08,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"genmay. friedrich schrotter, commander euphor althea",protocol,directly
2016-11-30,MINISTRSTVO ZA JAVNO UPRAVO,državni organ/lokalna skupnost/nosilec javnih pooblastil,srbska delegacija,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OB NOVEM LETU,funkcionar,2016-11-30,MINISTRY OF PUBLIC ADMINISTRATION,state body/local community/holder of public authority,Serbian delegation,protocol,directly
2016-12-12,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK ČRNE GORE FILIP VUJANOVIĆ,protokolarno,posredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2016-12-12,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF MONTENEGRO FILIP VUJANOVIĆ,protocol,Indirectly
2016-12-13,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"damir krstičević, minister za obrambo republike hrvaške",protokolarno,neposredno,40,osebna nestrokonvna ocena,novoletno darilo,funkcionar,2016-12-13,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"Damir Krstičević, Minister of Defense of the Republic of Croatia",protocol,directly
2016-12-14,MESTNA OBČINA VELENJE,funkcionar,"esotech, d. d., preloška 1, velenje",priložnostno,neposredno,40,"osebna, nestrokovna ocena",novoletna obdaritev,funkcionar,2016-12-14,MUNICIPALITY OF VELENJE,functionary,"esotech, d. d., preposition 1, command",casually,directly
2016-12-14,OBČINA POSTOJNA,funkcionar,aMERIŠKO VELEPOSLANIŠTVO V SLOVENIJI,priložnostno,neposredno,40,"osebna, nestrokovna ocena",novoletna obdaritev,funkcionar,2016-12-14,MUNICIPALITY PERMANENT,functionary,AMERICAN EMBASSY IN SLOVENIA,casually,directly
2016-12-15,OBČINA TRZIN,funkcionar,"kam bus kamnik, perovo 30, 1241 kamnik",priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK PREDSEDNIKA RS V OBČINI DOBREPOLJE,država,2016-12-15,TRZIN MUNICIPALITY,functionary,"kam bus kamnik, perovo 30, 1241 kamnik",casually,directly
2016-12-16,MINISTRSTVO ZA JAVNO UPRAVO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"delegacija ob dnevu zalivskih držav, dr. abdul latif bin rashid al zayani",protokolarno,neposredno,40,preverjena cena na trgu,novoletno darilo,lokalna skupnost,2016-12-16,MINISTRY OF PUBLIC ADMINISTRATION,state body/local community/holder of public authority,"delegation on the occasion of the Day of the Gulf States, dr. abdul latif bin rashid al zayani",protocol,directly
2016-12-20,OKRAJNO SODIŠČE V LJUBLJANI,funkcionar,NOTARSKA PISARNA KOS,priložnostno,neposredno,40,preverjena cena na trgu,novoletno darilo,lokalna skupnost,2016-12-20,REGIONAL COURT IN LJUBLJANA,functionary,NOTARY OFFICE KOS,casually,directly
2016-12-23,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"Nj. eksc. gospod Sarvajit Chakravarti, veleposlanik indije v republiki sloveniji",priložnostno,posredno,40,osebna nestrokovna ocena,darilo ob novoletnem obisku,funkcionar,2016-12-23,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mrs. exc. Mr. Sarvajit Chakravarti, Ambassador of India to the Republic of Slovenia",casually,Indirectly
2016-12-29,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,VELEPOSLANIK INDIJE V LJUBLJANI SARVAJIT CHAKRAVARTI,protokolarno,posredno,40,osebna nestrokovna ocena,darilo,lokalna skupnost,2016-12-29,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,AMBASSADOR OF INDIA IN LJUBLJANA SARVAJIT CHAKRAVARTI,protocol,Indirectly
2016-12-31,"Družba za upravljanje terjatev bank, d.d.",državni organ/lokalna skupnost/nosilec javnih pooblastil,admetam,priložnostno,neposredno,40,laična ocena,zahvala ob donaciji pisarniških stolov,"organizacija, v kateri funkcionar opravlja funkcijo",2016-12-31,"Company for the management of bank claims, d.d.",state body/local community/holder of public authority,I admit,casually,directly
2016-12-31,"Družba za upravljanje terjatev bank, d.d.",državni organ/lokalna skupnost/nosilec javnih pooblastil,ABC nepremičnine,priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SPREJEM ZA PREDSTAVNIKE HUMANITARNIH ORGANIZACIJ,država,2016-12-31,"Company for the management of bank claims, d.d.",state body/local community/holder of public authority,ABC Real Estate,casually,directly
2017-01-23,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,podpredsednik vlade in minister za finance češke republike g. andrej babiš,protokolarno,neposredno,40,preverjanje cene na trgu,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2017-01-23,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Deputy Prime Minister and Minister of Finance of the Czech Republic Mr. andrej babiš,protocol,directly
2017-01-23,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik senata parlamenta češke republike g. milan štech,protokolarno,neposredno,40,preverjanje cene na trgu,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2017-01-23,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Senate of the Parliament of the Czech Republic Mr. milan štěch,protocol,directly
2017-01-28,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"DARKO HRASTNIK, PREDSEDNIK ORGANIZACIJSKEGA ODBORA ROGLA 2017",protokolarno,neposredno,40,preverjena cena na trgu,novoletno darilo,lokalna skupnost,2017-01-28,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"DARKO HRASTNIK, CHAIRMAN OF THE ROGLA 2017 ORGANIZING COMMITTEE",protocol,directly
2017-03-02,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ŠOLSKI CENTER KRŠKO,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK OB ZAKLJUČKU LETA,funkcionar,2017-03-02,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,SCHOOL CENTER KRŠKO,protocol,directly
2017-03-15,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"dr. simona gerenčer pegan, sekretarka društva gluhoslepih slovenije dlan",priložnostno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2017-03-15,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"dr. Simona Gerenčer Pegan, Secretary of the Association of the Deaf and Blind in Slovenia Dlan",casually,directly
2017-03-27,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MZZ Turkmenistana,protokolarno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2017-03-27,MINISTRY OF FOREIGN AFFAIRS,functionary,MFA of Turkmenistan,protocol,directly
2017-04-05,MESTNA OBČINA LJUBLJANA,funkcionar,ŽUPAN MESTA ORLOV,priložnostno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2017-04-05,MUNICIPALITY OF LJUBLJANA,functionary,MAYOR OF THE CITY OF EAGLES,casually,directly
2017-04-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,parlamentarna skupščina bosne in hercegovine,protokolarno,posredno,40,preverjanje cene na trgu,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2017-04-10,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Parliamentary Assembly of Bosnia and Herzegovina,protocol,Indirectly
2017-04-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predstavniki slovenske skupnosti v bosni in hercegovini,priložnostno,posredno,40,lastna nestrokovna ocena,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2017-04-10,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,representatives of the Slovenian community in Bosnia and Herzegovina,casually,Indirectly
2017-04-11,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,podpredsednik vlade republike črne gore in minister za kmetijstvo in ruralni razvoj,protokolarno,neposredno,40,preverjanje cene na trgu,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2017-04-11,MINISTRY OF FOREIGN AFFAIRS,functionary,Deputy Prime Minister of the Republic of Montenegro and Minister of Agriculture and Rural Development,protocol,directly
2017-05-15,OBČINA ŽALEC,funkcionar,občina buzet,protokolarno,neposredno,40,osebna nestrokovna ocena,sprejem veleposlanika v ds,"organizacija, v kateri funkcionar opravlja funkcijo",2017-05-15,MUNICIPALITY OF ŽALEC,functionary,Buzet municipality,protocol,directly
2017-05-16,MESTNA OBČINA LJUBLJANA,funkcionar,GUVERNER SANKT PETERBURGA,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK OB ZAKLJUČKU LETA,funkcionar,2017-05-16,MUNICIPALITY OF LJUBLJANA,functionary,GOVERNOR OF SAINT PETERSBURG,protocol,directly
2017-05-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,GUVERNER SANKT PETERBURGA GERGY POLTAVČENKO,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK OB ZAKLJUČKU LETA,funkcionar,2017-05-18,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,GOVERNOR OF SAINT PETERSBURG GERGY POLTAVCHENKO,protocol,directly
2017-05-23,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Marion Paradas, veleposlanica Republike Francije",priložnostno,neposredno,40,"osebna, nestrokovna ocena",novoletna obdaritev,funkcionar,2017-05-23,MUNICIPALITY OF NOVA GORICA,state body/local community/holder of public authority,"Marion Paradas, Ambassador of the Republic of France",casually,directly
2017-05-31,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Stanisław Karczewski, predsednik Senata Republike Poljske",priložnostno,neposredno,40,osebna nestrokovna ocena,darilo ob novoletnem obisku,lokalna skupnost,2017-05-31,MUNICIPALITY OF NOVA GORICA,state body/local community/holder of public authority,"Stanisław Karczewski, President of the Senate of the Republic of Poland",casually,directly
2017-05-31,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MINISTER ZA MLADINO IN ŠPORT TURČIJE,protokolarno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2017-05-31,MINISTRY OF FOREIGN AFFAIRS,functionary,MINISTER OF YOUTH AND SPORTS OF TURKEY,protocol,directly
2017-06-01,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,"jaroslav faltynek, predsednik odbora za kmetijstvo parlamenta češke",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-06-01,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,functionary,"Jaroslav Faltynek, Chairman of the Agriculture Committee of the Czech Parliament",protocol,directly
